timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
32043;5.0;5;-2.0;223.55267049466264;232.49773721316083;false;36.0
32044;3.0;12;-2.0;218.33081912573425;219.38191896218186;false;13.0
32045;1.0;13;2.0;229.31324329131317;225.2454472091725;false;30.0
32046;3.0;10;-2.0;216.93938578796946;221.02636630744578;false;14.0
32047;1.0;14;2.0;230.02929589716197;225.98110370267827;false;30.0
32048;3.0;10;-2.0;217.75678189186473;220.2976917124387;false;14.0
32049;1.0;14;2.0;229.21965745826523;219.95864347656104;false;24.0
32050;3.0;8;-2.0;217.7318260850678;218.63070919573195;false;14.0
32051;1.0;14;2.0;227.3674546619244;226.43846747038157;false;30.0
32052;3.0;10;-2.0;218.26496385597952;218.46349150125425;false;14.0
32053;1.0;14;2.0;227.18165722361584;226.47420244653102;false;30.0
32054;3.0;10;-2.0;218.30466938503446;218.336149641379;false;14.0
32055;1.0;14;2.0;227.04016626819887;226.47986889267304;false;30.0
32056;3.0;10;-2.0;218.31096543630338;218.64971566739655;false;13.0
32057;1.0;13;2.0;228.49968407488504;229.8780288575899;false;33.0
32058;3.0;11;-2.0;218.7533653973221;218.23529611378436;false;14.0
32059;1.0;14;2.0;226.92810679309372;226.54084393426982;false;30.0
32060;3.0;10;-2.0;218.378715482522;216.0275972031463;false;15.0
32061;1.0;15;2.0;223.3639968923848;245.65475253816183;false;39.0
32062;3.0;13;2.0;229.6163917090687;227.89791885157456;false;30.0
32063;5.0;6;-4.0;219.88657650174952;218.13843635840405;false;12.0
32064;1.0;12;2.0;229.0427070648934;226.11764264398218;false;30.0
32065;3.0;10;-2.0;217.90849182664687;218.16558879919606;false;14.0
32066;1.0;14;2.0;226.85065422132894;226.16392009904104;false;30.0
32067;3.0;10;-2.0;217.95991122115672;218.04197665718422;false;14.0
32068;1.0;14;2.0;226.71330739687136;216.9057316575579;false;21.0
32069;3.0;7;-2.0;217.67303517506434;216.2766130241078;false;14.0
32070;1.0;14;2.0;224.75179224900867;229.78477638655312;false;33.0
32071;3.0;11;-2.0;218.64975154061457;217.18255016886582;false;14.0
32072;1.0;14;2.0;225.75838907651757;226.178691877526;false;30.0
32073;3.0;10;-2.0;217.97632430836222;217.25820467304735;false;14.0
32074;1.0;14;2.0;225.84244963671927;226.04943034316932;false;30.0
32075;3.0;10;-2.0;217.83270038129925;217.29546120020836;false;14.0
32076;1.0;14;2.0;225.8838457780093;216.65437567038575;false;21.0
32077;3.0;7;-2.0;217.39375074487305;217.61192476264003;false;12.0
32078;1.0;12;2.0;228.45769418071114;222.65333522212623;false;27.0
32079;3.0;9;-2.0;217.39259469125136;222.17463519275213;false;16.0
32080;1.0;16;2.0;229.0829279919468;225.95272729057297;false;30.0
