timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
8456;3.0;10;-4.0;31.428390686503743;33.231000391749966;false;-18.0
8457;-1.0;18;4.0;56.92333376861107;58.61002136479769;false;30.0
8458;3.0;10;-4.0;31.78891262755299;33.534604159063555;false;-18.0
8459;-1.0;18;6.0;-36.061347873675665;58.32736048337846;true;30.0
8460;5.0;6;-6.0;31.474844981531625;33.72660821425897;false;-18.0
8461;-1.0;18;4.0;57.47400912695441;58.924245840469595;false;30.0
8462;3.0;10;-4.0;32.138050933855105;33.987650822691705;false;-18.0
8463;-1.0;18;4.0;57.76405646965745;59.25717382046018;false;30.0
8464;3.0;10;-4.0;32.50797091162242;34.2564119458362;false;-18.0
8465;-1.0;18;4.0;58.062679939818;59.57189320661866;false;30.0
8466;3.0;10;-4.0;32.85765911846518;34.52807033386032;false;-18.0
8467;-1.0;18;4.0;58.36452259317813;59.87256722538979;false;30.0
8468;3.0;10;-4.0;33.19174136154421;34.79951836765842;false;-18.0
8469;-1.0;18;4.0;58.666131519620464;60.16196708649035;false;30.0
8470;3.0;10;4.0;-77.52847697500802;-16.05734834663705;true;14.0
8471;7.0;2;4.0;-188.1471231183823;-69.37559135911853;true;-66.0
8472;11.0;-6;2.0;-406.0521502923629;-220.83270377068283;true;-130.0
8473;13.0;-10;2.0;-531.7681167497183;-590.3003630124426;true;-210.0
8474;15.0;-14;-6.0;-422.5559589027141;-65.02102292178839;false;-18.0
8475;9.0;-2;-6.0;-52.245581024209315;51.23925096679761;false;30.0
8476;3.0;10;-4.0;23.599167740886234;35.068768769695;false;-18.0
8477;-1.0;18;4.0;58.96529863299444;53.30377915198319;false;30.0
8478;3.0;10;4.0;-77.52847697500802;-22.533485121950974;true;14.0
8479;7.0;2;2.0;-179.1873634956766;-46.39375316340714;true;-18.0
8480;9.0;-2;-2.0;-260.58789352129384;-23.57766366697406;true;14.0
8481;5.0;10;4.0;39.26920773839683;-108.45035976601774;false;-66.0
8482;11.0;-6;-4.0;-47.167066406686374;-23.57766366697406;false;14.0
8483;7.0;2;-6.0;-41.75295962997118;37.07378636747044;false;14.0
8484;1.0;14;6.0;-87.1843107625156;-9.388849387434568;true;14.0
8485;7.0;2;-6.0;-25.987610430482853;30.76903620423813;false;14.0
8486;1.0;14;2.0;18.632262449153476;44.58699599963538;false;30.0
8487;3.0;10;-4.0;16.207773332928195;34.04969526311297;false;-18.0
8488;-1.0;18;4.0;57.83299473679219;47.79854194706864;false;30.0
8489;3.0;10;-4.0;19.776157718965152;32.243493760962735;false;-18.0
8490;-1.0;18;4.0;55.82610417884748;50.0426624346282;false;30.0
8491;3.0;10;-2.0;-79.65857501018358;35.44088824332487;true;14.0
8492;1.0;14;-4.0;-94.38476382322293;-43.14702031380024;true;-66.0
8493;-3.0;22;2.0;25.392199651333062;31.20247424700326;false;-18.0
8494;-1.0;18;4.0;54.66941583000362;52.41348983150104;false;30.0
8495;3.0;10;-4.0;24.903877590556707;30.796407567272794;false;-18.0
8496;-1.0;18;4.0;54.218230630303104;53.47414522730993;false;30.0
8497;3.0;10;-4.0;26.082383585899926;30.662472194734022;false;-18.0
8498;-1.0;18;4.0;54.06941354970447;54.29856117690007;true;30.0
8499;3.0;10;-4.0;26.998401307666747;30.703718767629233;false;-18.0
8500;-1.0;18;4.0;54.11524307514359;54.96551831969332;false;30.0
8501;3.0;10;-6.0;-74.54424683275707;-42.10117088657961;true;-66.0
8502;-3.0;22;2.0;26.5542545704671;30.85676831164818;false;-18.0
8503;-1.0;18;2.0;-35.33866822471659;23.38624693817585;true;14.0
8504;1.0;14;2.0;10.429163264639836;42.394203896170325;false;30.0
8505;3.0;10;-4.0;13.771337662411474;25.2949390981902;false;-18.0
8506;-1.0;18;2.0;-35.33866822471659;29.13995425185134;true;14.0
8507;1.0;14;-6.0;-88.59025901270337;-119.79987250389632;true;-130.0
8508;-5.0;26;6.0;11.333474995670759;4.547986350779734;false;14.0
8509;1.0;14;2.0;-10.502237388022518;44.468452154610496;false;30.0
8510;3.0;10;-4.0;16.07605794956722;21.8811430438854;false;-18.0
8511;-1.0;18;4.0;44.312381159872665;45.51336747158777;false;30.0
8512;3.0;10;-4.0;17.237074968430854;22.09732057999412;false;-18.0
8513;-1.0;18;6.0;-36.061347873675665;58.73267786526938;true;30.0
8514;5.0;6;-6.0;31.925197628077093;24.64973847974378;false;-18.0
8515;-1.0;18;4.0;47.388598310826424;46.38821168166916;true;30.0
8516;3.0;10;-4.0;18.209124090743508;24.469668886495477;false;-18.0
8517;-1.0;18;4.0;47.18852098499497;47.515109744904514;false;30.0
8518;3.0;10;-4.0;19.461233049893902;24.528454863279194;false;-18.0
8519;-1.0;18;2.0;-35.33866822471659;14.442710468453678;true;14.0
8520;1.0;14;2.0;0.4919005205040854;48.42720967131387;false;30.0
8521;5.0;10;4.0;9.725294237513918;0.8273470068152076;false;14.0
8522;7.0;2;-6.0;-14.636281103538657;23.07106611559944;false;14.0
8523;1.0;14;2.0;10.078962350666043;48.42720967131387;false;30.0
8524;3.0;10;-4.0;20.474677412570962;18.622451774945013;false;-18.0
8525;-1.0;18;4.0;40.69161308327224;48.09380905654119;false;30.0
8526;3.0;10;2.0;-79.80427768923497;57.42309521856939;true;30.0
8527;5.0;6;4.0;-135.96473076888452;-44.95898199078104;true;-18.0
8528;9.0;-2;-6.0;-29.954424434201155;54.81120438457545;false;30.0
8529;3.0;10;-4.0;27.568004871750496;19.954847050133424;false;-18.0
8530;-1.0;18;4.0;42.17205227792603;53.44083597668437;false;30.0
8531;3.0;10;-4.0;26.04537330742708;21.983228115909924;false;-18.0
8532;-1.0;18;4.0;44.42580901767769;52.709649842211284;false;30.0
8533;3.0;10;-4.0;25.23294426912365;23.474319464325966;false;-18.0
8534;-1.0;18;4.0;46.08257718258441;52.3930973773477;false;30.0
8535;3.0;10;-4.0;24.881219308164113;24.61021309938336;false;-18.0
8536;-1.0;18;4.0;47.344681221537066;52.34431625976717;false;30.0
8537;3.0;10;-4.0;24.827018066407962;25.510147406264778;false;-18.0
8538;-1.0;18;4.0;48.34460822918309;52.46727954094139;true;30.0
8539;3.0;10;-4.0;24.963643934379327;26.25222824238128;false;-18.0
8540;-1.0;18;6.0;-36.061347873675665;43.84585941651492;true;30.0
8541;5.0;6;-6.0;15.384288240572134;25.294037288877703;false;-18.0
8542;-1.0;18;4.0;48.10448587653078;52.69922471638175;false;30.0
8543;3.0;10;-4.0;25.221360795979717;26.12109028005088;false;-18.0
8544;-1.0;18;6.0;-36.061347873675665;45.62961424520992;true;30.0
